Address,Zone_Class
4214 38TH AVE N,NTM-1
3812 38TH AVE N,NTM-1
4052 38TH AVE N,NTM-1
4000 38TH AVE N,NTM-1
3911 38TH AVE N,NTM-1
3714 38TH AVE N,NTM-1
4082 38TH AVE N,NTM-1
3927 38TH AVE N,NTM-1
3733 38TH AVE N,NTM-1
3790 38TH AVE N,NTM-1
3751 38TH AVE N,NTM-1
3727 38TH AVE N,NTM-1
4001 38TH AVE N,NTM-1
4011 38TH AVE N,NTM-1
3711 38TH AVE N,NTM-1
3700 38TH AVE N,NTM-1
3734 38TH AVE N,NTM-1
3701 38TH AVE N,NTM-1
3784 38TH AVE N,NTM-1
4027 38TH AVE N,NTM-1
4034 38TH AVE N,NTM-1
3788 39TH ST N,NTM-1
3789 40TH ST N,NTM-1
3828 38TH AVE N,NTM-1
4059 38TH AVE N,NTM-1
4075 38TH AVE N,NTM-1
4146 38TH AVE N,NTM-1
3722 41ST ST N,NTM-1
4236 38TH AVE N,NTM-1
3811 38TH AVE N,NTM-1
4076 38TH AVE N,NTM-1
3719 38TH AVE N,NTM-1
3767 38TH AVE N,NTM-1
3724 38TH AVE N,NTM-1
4226 38TH AVE N,NTM-1
3935 38TH AVE N,NTM-1
4220 38TH AVE N,NTM-1
4051 38TH AVE N,NTM-1
4068 38TH AVE N,NTM-1
3801 38TH AVE N,NTM-1
3838 38TH AVE N,NTM-1
3819 38TH AVE N,NTM-1
3744 38TH AVE N,NTM-1
4120 38TH AVE N,NTM-1
3791 38TH AVE N,NTM-1
4035 38TH AVE N,NTM-1
4021 38TH AVE N,NTM-1
3928 38TH AVE N,NTM-1
3770 38TH AVE N,NTM-1
3820 38TH AVE N,NTM-1
3901 38TH AVE N,NTM-1
4246 38TH AVE N,NTM-1
3743 38TH AVE N,NTM-1
3760 38TH AVE N,NTM-1
4112 38TH AVE N,NTM-1
3801 41ST ST N,NTM-1
4083 38TH AVE N,NTM-1
3947 38TH AVE N,NTM-1
4128 38TH AVE N,NTM-1
3827 38TH AVE N,NTM-1
4042 38TH AVE N,NTM-1
4094 38TH AVE N,NTM-1
3843 38TH AVE N,NTM-1
3775 38TH AVE N,NTM-1
3835 38TH AVE N,NTM-1
3759 38TH AVE N,NTM-1
4204 38TH AVE N,NTM-1
1820 18TH AVE S,CRT-1
2045 18TH AVE S,CRT-1
1844 18TH AVE S,CRT-1
1901-1917 18TH AVE S,CRT-1
2029 18TH AVE S,CRT-1
1800 18TH AVE S,CRT-1
2021 18TH AVE S,CRT-1
1835 18TH AVE S,CRT-1
2020 18TH AVE S,CRT-1
1700 18TH AVE S,CRT-1
2055 18TH AVE S,CRT-1
2005 18TH AVE S,CRT-1
2004 18TH AVE S,CRT-1
1940 18TH AVE S,CRT-1
1701-1799 18TH ST S,CRT-1
1751 18TH ST S,CRT-1
2013 18TH AVE S,CRT-1
2035 18TH AVE S,CRT-1
1715 18TH AVE S,CRT-1
1799 RUSSELL ST S,CRT-1
1934 18TH AVE S,CRT-1
2010 18TH AVE S,CRT-1
1757 QUEEN ST S,CRT-1
1707 18TH AVE S,CRT-1
1647 18TH AVE S,CRT-1
1682 18TH AVE S,CRT-1
1675 18TH AVE S,CRT-1
27 DR ML KING JR ST S,DC-1
25 DR ML KING JR ST S,DC-1
175 1ST ST S,DC-1
648 CENTRAL AVE ,DC-1
297 7TH ST S,DC-1
145 2ND AVE S,DC-1
1010 CENTRAL AVE ,DC-1
510 CENTRAL AVE ,DC-1
975 2ND AVE S,DC-1
411 1ST AVE N,DC-1
770 2ND AVE S,DC-1
DR MARTIN LUTHER KING JR ST S,DC-1
540 2ND AVE S,DC-1
724 2ND AVE S,DC-1
241 3RD ST N,DC-1
101 16TH ST N,DC-1
175 2ND ST S,DC-1
544 1ST AVE N,DC-1
1100 CENTRAL AVE ,DC-1
1120 1ST AVE N,DC-1
820 3RD AVE S,DC-1
219 4TH ST N,DC-1
556 CENTRAL AVE ,DC-1
800 3RD AVE S,DC-1
1247 1ST AVE N,DC-1
1235 CENTRAL AVE ,DC-1
123 4TH ST S,DC-1
136 4TH ST N,DC-1
1111 CENTRAL AVE ,DC-1
955 CENTRAL AVE ,DC-1
1220 1ST AVE N,DC-1
647 1ST AVE N,DC-1
333 2ND AVE S,DC-1
533 3RD AVE S,DC-1
114 3RD AVE N,DC-1
1133 BAUM AVE N,DC-1
548 CENTRAL AVE ,DC-1
699 1ST AVE N,DC-1
342 3RD AVE N,DC-1
1099 1ST AVE N,DC-1
211 3RD ST N,DC-1
1004 1ST AVE N,DC-1
225 3RD ST N,DC-1
627 CENTRAL AVE,DC-1
THE PIER HOTEL,DC-1
501 CENTRAL AVE ,DC-1
INTERMEZZO COFFEE & COCKTAILS,DC-1
216 4TH ST N,DC-1
696 1ST AVE N,DC-1
543 3RD AVE S,DC-1
201 6TH ST S,DC-1
1001 1ST AVE N,DC-1
48 DR MARTIN LUTHER KING JR ST N,DC-1
918 1ST AVE S,DC-1
218 4TH ST N,DC-1
235 3RD ST S,DC-1
1201 CENTRAL AVE N,DC-1
1109 CENTRAL AVE,DC-1
SAINT PETERSBURG COLLEGE - DOWNTOWN CAMPUS,DC-1
VERITAS INSURANCE GROUP,DC-1
451 1ST AVE N,DC-1
125 5TH ST S,DC-1
550 1ST AVE N,DC-1
720 CENTRAL AVE ,DC-1
725 CENTRAL AVE ,DC-1
845-865 2ND AVE S,DC-1
650 CENTRAL AVE ,DC-1
JOHNNY VAPORS,DC-1
411-417 2ND AVE N,DC-1
215 5TH ST N,DC-1
440 2ND AVE N,DC-1
551 CENTRAL AVE ,DC-1
646 2ND AVE S,DC-1
531 CENTRAL AVE ,DC-1
NAH DOGS VEGAN HOT DOG CART,DC-1
933 CENTRAL AVE ,DC-1
252 3RD ST N,DC-1
253 2ND AVE N,DC-1
1229 CENTRAL AVE ,DC-1
930 CENTRAL AVE ,DC-1
634 2ND AVE S,DC-1
ALL AMERICAN MORTGAGE COMPANY,DC-1
1101 1ST AVE S,DC-1
115 1ST ST S,DC-1
201 2ND AVE N,DC-1
945 CENTRAL AVE ,DC-1
465 2ND AVE N,DC-1
200 1ST AVE S,DC-1
140 4TH ST N,DC-1
104 2ND ST S,DC-1
915 CENTRAL AVE ,DC-1
ST PETERSBURG HEALTH INSURANCE PROS,DC-1
129 6TH ST S,DC-1
YEOMAN'S CASK AND LION,DC-1
525 1ST AVE N,DC-1
259 3RD ST N,DC-1
55 5TH ST S,DC-1
575 2ND AVE S,DC-1
661 CENTRAL AVE ,DC-1
1421 CENTRAL AVE ,DC-1
710 1ST AVE N,DC-1
669 1ST AVE N,DC-1
1020 1ST AVE N,DC-1
226 6TH ST S,DC-1
1180 CENTRAL AVE ,DC-1
661 CENTRAL AVE,DC-1
641 CENTRAL AVE ,DC-1
153 2ND AVE S,DC-1
565 1ST AVE S,DC-1
1133-1175 1ST AVE S,DC-1
621 CENTRAL AVE ,DC-1
201 4TH ST N,DC-1
915 1ST AVE N,DC-1
232 2ND ST N,DC-1
222 2ND ST N,DC-1
538 1ST AVE N,DC-1
655 2ND AVE S,DC-1
640 1ST AVE S,DC-1
742 2ND AVE S,DC-1
1027 CENTRAL AVE ,DC-1
637 3RD AVE S,DC-1
1517 CENTRAL AVE ,DC-1
965 CENTRAL AVE,DC-1
927 CENTRAL AVE ,DC-1
BAHA'I FAITH ST PETERSBURG CENTER,DC-1
220 4TH ST N,DC-1
1450 1ST AVE N,DC-1
DR STRICKLAND JAMES,DC-1
654 CENTRAL AVE ,DC-1
655 CENTRAL AVE ,DC-1
550 CENTRAL AVE ,DC-1
108 7TH ST N,DC-1
114 4TH ST S,DC-1
689 CENTRAL AVE ,DC-1
201 5TH ST S,DC-1
725 1ST AVE S,DC-1
719 CENTRAL AVE ,DC-1
293 7TH ST S,DC-1
GRAPHIX SOLUTIONS OF AMERICA INC,DC-1
627 3RD AVE S,DC-1
1047 CENTRAL AVE ,DC-1
150 5TH ST N,DC-1
957 CENTRAL AVE ,DC-1
200 2ND AVE S,DC-1
STC BROADCASTING,DC-1
800 2ND AVE S,DC-1
121 2ND AVE S,DC-1
1049 CENTRAL AVE ,DC-1
601 CENTRAL AVE ,DC-1
201 4TH ST S,DC-1
600 1ST AVE N,DC-1
299 7TH ST S,DC-1
212 3RD ST N,DC-1
936 1ST AVE N,DC-1
860 3RD AVE S,DC-1
200 4TH ST N,DC-1
1510 1ST AVE N,DC-1
232 4TH ST N,DC-1
EMERALD BAR,DC-1
1033 CENTRAL AVE ,DC-1
1045 CENTRAL AVE ,DC-1
575 CENTRAL AVE ,DC-1
520 2ND AVE S,DC-1
620 1ST AVE S,DC-1
344 1ST AVE S,DC-1
675 3RD AVE S,DC-1
954 1ST AVE N,DC-1
1005 1ST AVE N,DC-1
572 1ST AVE N,DC-1
1100 1ST AVE N,DC-1
685 1ST AVE N,DC-1
77 11TH ST N,DC-1
711 3RD AVE S,DC-1
120 2ND ST S,DC-1
1431 CENTRAL AVE ,DC-1
570 2ND AVE S,DC-1
550 1ST AVE S,DC-1
897-899 4TH AVE S,DC-1
116 5TH ST S,DC-1
234 3RD AVE N,DC-1
COPA,DC-1
33 6TH ST S,DC-1
551 3RD AVE S,DC-1
1030 ARLINGTON AVE N,DC-1
1126 CENTRAL AVE ,DC-1
1011 1ST AVE N,DC-1
929 1ST AVE N,DC-1
1000 CENTRAL AVE ,DC-1
624 1ST AVE S,DC-1
687 CENTRAL AVE ,DC-1
305 DR ML KING JR ST S,DC-1
16 DR ML KING JR ST N,DC-1
99 DR ML KING JR ST S,DC-1
300 1ST AVE S,DC-1
720 2ND AVE S,DC-1
300 3RD AVE N,DC-1
225 2ND AVE N,DC-1
532 1ST AVE N,DC-1
694 ARLINGTON AVE N,DC-1
233 3RD ST N,DC-1
ASHE COUTURE BOUTIQUE,DC-1
1120 CENTRAL AVE ,DC-1
330 1ST AVE S,DC-1
147 2ND AVE S,DC-1
554 1ST AVE N,DC-1
114 7TH ST N,DC-1
900 CENTRAL AVE ,DC-1
ACCOUNTABLE,DC-1
670 CENTRAL AVE ,DC-1
241 4TH ST N,DC-1
232 3RD ST N,DC-1
1122 CENTRAL AVE ,DC-1
240 2ND AVE S,DC-1
540 CENTRAL AVE ,DC-1
CREDENTIAL MORTGAGE,DC-1
676 2ND AVE S,DC-1
291 7TH ST S,DC-1
901-999 3RD AVE S,DC-1
965 CENTRAL AVE ,DC-1
956 1ST AVE N,DC-1
511 3RD AVE S,DC-1
SIGNATURE PLACE,DC-1
131 2ND AVE S,DC-1
25 15TH ST N,DC-1
529 CENTRAL AVE,DC-1
937 CENTRAL AVE ,DC-1
100 7TH ST S,DC-1
535 CENTRAL AVE ,DC-1
100 4TH ST S,DC-1
295 7TH ST S,DC-1
695 CENTRAL AVE ,DC-1
654 CENTRAL AVE,DC-1
515 CENTRAL AVE ,DC-1
681 CENTRAL AVE ,DC-1
334 2ND AVE S,DC-1
153 2ND AVE N,DC-1
BACK 2 NORMAL,DC-1
1209 CENTRAL AVE,DC-1
1029 CENTRAL AVE ,DC-1
740 CENTRAL AVE ,DC-1
700 CENTRAL AVE ,DC-1
1210 1ST AVE N,DC-1
501 1ST AVE N,DC-1
275 4TH ST N,DC-1
667 3RD AVE S,DC-1
721 1ST AVE N,DC-1
270 1ST AVE S,DC-1
600 1ST AVE S,DC-1
221 2ND AVE N,DC-1
900-1098 2ND AVE S,DC-1
701 3RD AVE S,DC-1
240 1ST AVE S,DC-1
233 5TH ST N,DC-1
1200 CENTRAL AVE ,DC-1
855 CENTRAL AVE ,DC-1
490 1ST AVE S,DC-1
430 3RD AVE N,DC-1
1401-1499 1ST AVE S,DC-1
420 1/2 3RD AVE N,DC-1
875 CENTRAL AVE ,DC-1
251 6TH ST S,DC-1
256 4TH ST N,DC-1
151 7TH ST S,DC-1
1301 1ST AVE S,DC-1
249 5TH ST N,DC-1
330 3RD ST S,DC-1
900 1ST AVE N,DC-1
1239 1ST AVE N,DC-1
1211 1ST AVE N,DC-1
611 3RD AVE S,DC-1
200 16TH ST S,DC-1
850 CENTRAL AVE ,DC-1
615 3RD AVE S,DC-1
FLORIDA CENTRAL CU,DC-1
617 3RD AVE S,DC-1
128 3RD ST S,DC-1
605 3RD AVE S,DC-1
613 3RD AVE S,DC-1
1123 1ST AVE N,DC-1
1421 CENTRAL AVE,DC-1
733 CENTRAL AVE ,DC-1
607 3RD AVE S,DC-1
442 3RD AVE N,DC-1
100 2ND AVE S,DC-1
301 1ST ST S,DC-1
260 1ST AVE S,DC-1
1400-1498 1ST AVE S,DC-1
1300 1ST AVE N,DC-1
1560 CENTRAL AVE ,DC-1
1101 1ST AVE N,DC-1
609 3RD AVE S,DC-1
1246 CENTRAL AVE ,DC-1
770 1ST AVE N,DC-1
913 1ST AVE N,DC-1
1320 CENTRAL AVE ,DC-1
201 4TH AVE S,DC-1
821 1ST AVE N,DC-1
15 8TH ST N,DC-1
120 4TH ST N,DC-1
256 2ND ST N,DC-1
333 1ST ST S,DC-1
895 CENTRAL AVE ,DC-1
239 2ND AVE S,DC-1
920 20TH AVE S,CRT-1
1817 DR ML KING JR ST S,CRT-1
1909 DR MARTIN LUTHER KING JR ST S,CRT-1
1931 DR ML KING JR ST S,CRT-1
2026 DR ML KING JR ST S,CRT-1
2025 DR MARTIN LUTHER KING JR ST S,CRT-1
1940 DR ML KING JR ST S,CRT-1
1831 DR ML KING JR ST S,CRT-1
895 21ST AVE S,CRT-1
2000 DR ML KING JR ST S,CRT-1
1900 DR ML KING JR ST S,CRT-1
1919 DR ML KING JR ST S,CRT-1
1907 DR ML KING JR ST S,CRT-1
2025 DR ML KING JR ST S,CRT-1
2006 DR ML KING JR ST S,CRT-1
895 19TH AVE S,CRT-1
2973-2999 4TH ST S,CCT-1
2943 6TH ST S,CCT-1
2947 6TH ST S,CCT-1
618 30TH AVE S,CCT-1
3007 6TH ST S,CCT-1
524 29TH AVE S,CCT-1
358 22ND AVE S,CCT-1
2234 4TH ST S,CCT-1
CHEVRON,CCT-1
2211 4TH ST S,CCT-1
7401 CENTRAL AVE ,NT-4
5201 38TH AVE N,NTM-1
5101 38TH AVE N,NTM-1
3805 52ND ST N,NTM-1
5261 38TH AVE N,NTM-1
5451 38TH AVE N,NTM-1
5235 38TH AVE N,NTM-1
3810 50TH ST N,NTM-1
5019 38TH AVE N,NTM-1
5401 38TH AVE N,NTM-1
5471 38TH AVE N,NTM-1
5045 38TH AVE N,NTM-1
5143 38TH AVE N,NTM-1
5131 38TH AVE N,NTM-1
5027 38TH AVE N,NTM-1
5431 38TH AVE N,NTM-1
5231 38TH AVE N,NTM-1
5251 38TH AVE N,NTM-1
5441 38TH AVE N,NTM-1
5221 38TH AVE N,NTM-1
5461 38TH AVE N,NTM-1
5211 38TH AVE N,NTM-1
5411 38TH AVE N,NTM-1
5421 38TH AVE N,NTM-1
5121 38TH AVE N,NTM-1
5301 38TH AVE N,NTM-1
5011 38TH AVE N,NTM-1
5241 38TH AVE N,NTM-1
3801 53RD ST N,NTM-1
5345 38TH AVE N,NTM-1
5363 38TH AVE N,NTM-1
5135 38TH AVE N,NTM-1
5311 38TH AVE N,NTM-1
5327 38TH AVE N,NTM-1
6930 5TH AVE N,NTM-1
6820 5TH AVE N,NTM-1
6900 5TH AVE N,NTM-1
6830 5TH AVE N,NTM-1
6800 5TH AVE N,NTM-1
6946 5TH AVE N,NTM-1
6920 5TH AVE N,NTM-1
6948 5TH AVE N,NTM-1
6850 5TH AVE N,NTM-1
HAMRICH & ASSOCIATES CPA'S,CRT-1
2101 16TH ST N,CRT-1
661 16TH ST N,CRT-1
800 17TH ST N,CRT-1
1541 16TH ST N,CRT-1
1213 16TH ST N,CRT-1
P M LIGHTING PRODUCTS,CRT-1
ALLIANCE PLUMBING,CRT-1
2137 16TH ST N,CRT-1
1700 9TH AVE N,CRT-1
1515 22ND AVE N,CRT-1
1625 9TH AVE N,CRT-1
720 16TH ST N,CRT-1
895 16TH ST N,CRT-1
1517 10TH AVE N,CRT-1
1301 16TH ST N,CRT-1
1600 23RD AVE N,CRT-1
1535 16TH ST N,CRT-1
920 16TH ST N,CRT-1
1100 16TH ST N,CRT-1
1025 16TH ST N,CRT-1
723 17TH ST N,CRT-1
811 17TH ST N,CRT-1
1147 16TH ST N,CRT-1
2219 16TH ST N,CRT-1
1601 5TH AVE N,CRT-1
1623 7TH AVE N,CRT-1
815 17TH ST N,CRT-1
803 17TH ST N,CRT-1
650 16TH ST N,CRT-1
820 17TH ST N,CRT-1
1034 16TH ST N,CRT-1
1527 16TH ST N,CRT-1
1411 16TH ST N,CRT-1
1923 16TH ST N,CRT-1
742 16TH ST N,CRT-1
1230 16TH ST N,CRT-1
900 16TH ST N,CRT-1
731 17TH ST N,CRT-1
1621 7TH AVE N,CRT-1
1518 9TH AVE N,CRT-1
2019 16TH ST N,CRT-1
747 17TH ST N,CRT-1
1129 16TH ST N,CRT-1
1126 16TH ST N,CRT-1
1619 7TH AVE N,CRT-1
736 17TH ST N,CRT-1
1715 7TH AVE N,CRT-1
1210 16TH ST N,CRT-1
1720 9TH AVE N,CRT-1
2203 16TH ST N,CRT-1
1005 16TH ST N,CRT-1
JERRY'S AUTOMOTIVE SERVICE,CRT-1
1703 7TH AVE N,CRT-1
2027 16TH ST N,CRT-1
712 16TH ST N,CRT-1
808 16TH ST N,CRT-1
1401 16TH ST N,CRT-1
742 17TH ST N,CRT-1
845 17TH ST N,CRT-1
1246 16TH ST N,CRT-1
1133 16TH ST N,CRT-1
1801 16TH ST N,CRT-1
724 17TH ST N,CRT-1
821 17TH ST N,CRT-1
926 16TH ST N,CRT-1
2200 16TH ST N,CRT-1
1637 5TH AVE N,CRT-1
550 16TH ST N,CRT-1
812 17TH ST N,CRT-1
621 16TH ST N,CRT-1
1101 16TH ST N,CRT-1
1701 16TH ST N,CRT-1
1501 16TH ST N,CRT-1
KHALILAH WESTON MD,CRT-1
818 16TH ST N,CRT-1
1640 9TH AVE N,CRT-1
821 16TH ST N,CRT-1
2001 16TH ST N,CRT-1
1136 16TH ST N,CRT-1
1526 10TH AVE N,CRT-1
744 16TH ST N,CRT-1
1905 16TH ST N,CRT-1
2140 16TH ST N,CRT-1
1611 5TH AVE N,CRT-1
541 16TH ST N,CRT-1
835 17TH ST N,CRT-1
730 16TH ST N,CRT-1
535 16TH ST N,CRT-1
1445 16TH ST N,CRT-1
1221 17TH ST N,CRT-1
995 16TH ST N,CRT-1
1600 9TH AVE N,CRT-1
1629 5TH AVE N,CRT-1
1530 11TH AVE N,CRT-1
2037 16TH ST N,CRT-1
1200 16TH ST N,CRT-1
735 17TH ST N,CRT-1
705 16TH ST N,CRT-1
2100 16TH ST N,CRT-1
1817 16TH ST N,CRT-1
720 17TH ST N,CRT-1
2047 16TH ST N,CRT-1
ST PETERSBURG PEDIATRICS NORTHSIDE,CRT-1
1000 16TH ST N,CRT-1
501 16TH ST N,CRT-1
1031 16TH ST N,CRT-1
1117 16TH ST N,CRT-1
1747 16TH ST N,CRT-1
1501 5TH AVE N,CRT-1
1645 9TH AVE N,CRT-1
1635 9TH AVE N,CRT-1
1619 9TH AVE N,CRT-1
10033 DR ML KING JR ST N,CCS-2
885-891 IBIS WALK PL N,CCS-2
10101 DR ML KING JR ST N,CCS-2
847-883 IBIS WALK PL N,CCS-2
IBIS WALK,CCS-2
10500 ROOSEVELT BLVD N,CCS-2
830-844 IBIS WALK PL N,CCS-2
10334 ROOSEVELT BLVD N,CCS-2
871 IBIS WALK PL N,CCS-2
823-829 IBIS WALK PL N,CCS-2
10400 ROOSEVELT BLVD N,CCS-2
10449-10585 9TH ST N,CCS-2
10600 ROOSEVELT BLVD N,CCS-2
FRESHII,CCS-2
822-828 IBIS WALK PL N,CCS-2
10300 ROOSEVELT BLVD N,CCS-2
DALI BLVD,DC-3
1 DALI BLVD ,DC-3
400 1ST ST S,DC-3
PERFORMANCE TIRE SERVICE,DC-3
374 64TH ST S,NTM-1
6394 2ND AVE S,NTM-1
6400 3RD AVE S,NTM-1
6401 2ND AVE S,NTM-1
201 64TH ST S,NTM-1
290 64TH ST S,NTM-1
6394 4TH AVE S,NTM-1
310 64TH ST S,NTM-1
6401 3RD AVE S,NTM-1
375 64TH ST S,NTM-1
130 64TH ST S,NTM-1
2300 49TH ST S,NTM-1
2500 49TH ST S,NTM-1
2416 49TH ST S,NTM-1
2436 49TH ST S,NTM-1
2316 49TH ST S,NTM-1
2408 49TH ST S,NTM-1
2512 49TH ST S,NTM-1
2520 49TH ST S,NTM-1
2330 49TH ST S,NTM-1
2450 49TH ST S,NTM-1
2400 49TH ST S,NTM-1
2424 49TH ST S,NTM-1
2460 49TH ST S,NTM-1
2530 49TH ST S,NTM-1
4510 22ND AVE S,NTM-1
4544 22ND AVE S,NTM-1
4670 22ND AVE S,NTM-1
4682 22ND AVE S,NTM-1
4630 22ND AVE S,NTM-1
4660 22ND AVE S,NTM-1
4616 22ND AVE S,NTM-1
4520 22ND AVE S,NTM-1
4640 22ND AVE S,NTM-1
4698 22ND AVE S,NTM-1
4532 22ND AVE S,NTM-1
4650 22ND AVE S,NTM-1
4500 22ND AVE S,NTM-1
4558 22ND AVE S,NTM-1
4551 22ND AVE S,NTM-1
4515 22ND AVE S,NTM-1
4525 22ND AVE S,NTM-1
4501 22ND AVE S,NTM-1
4565 22ND AVE S,NTM-1
4533 22ND AVE S,NTM-1
4409 22ND AVE S,NTM-1
2134 44TH ST S,NTM-1
4419 22ND AVE S,NTM-1
4347 22ND AVE S,NTM-1
4420 22ND AVE S,NTM-1
2211 44TH ST S,NTM-1
4233 22ND AVE S,NTM-1
2135 42ND ST S,NTM-1
2205 QUINCY ST S,NTM-1
4331 22ND AVE S,NTM-1
4326 22ND AVE S,NTM-1
4301 22ND AVE S,NTM-1
4338 22ND AVE S,NTM-1
3600 DR ML KING JR ST S,NTM-1
3720 DR ML KING JR ST S,NTM-1
3724 DR ML KING JR ST S,NTM-1
3826 DR ML KING JR ST S,NTM-1
3800 DR ML KING JR ST S,NTM-1
3818 DR ML KING JR ST S,NTM-1
3810 DR ML KING JR ST S,NTM-1
2901 26TH AVE S,NTM-1
2921 26TH AVE S,NTM-1
2941 26TH AVE S,NTM-1
2911 26TH AVE S,NTM-1
2931 26TH AVE S,NTM-1
2667 26TH AVE S,NTM-1
2659 26TH AVE S,NTM-1
2800-3098 32ND ST S,RC-1
3451 34TH ST S,RC-1
2990 32ND ST S,RC-1
2801 34TH ST S,RC-1
3601 38TH AVE S,RC-1
26TH AVE S,RC-1
3747 34TH ST S,RC-1
3201 34TH ST S,RC-1
2600 34TH ST S,RC-1
2800 35TH ST S,RC-1
3501 34TH ST S,RC-1
3401 34TH ST S,RC-1
3400 26TH AVE S,RC-1
3201 32ND AVE S,RC-1
2951 34TH ST S,RC-1
2795 34TH ST S,RC-1
2788-3398 28TH AVE S,RC-1
2900 34TH ST S,RC-1
2861 34TH ST S,RC-1
3637 34TH ST S,RC-1
3269-3357 36TH AVE S,RC-1
3700 34TH ST S,RC-1
3600 34TH ST S,RC-1
2849 32ND ST S,RC-1
I-275 S,RC-1
3328-3398 32ND ST S,RC-1
2750 34TH ST S,RC-1
3400-3402 26TH AVE S,RC-1
3200 32ND ST S,RC-1
3301 32ND AVE S,RC-1
3590 32ND ST S,RC-1
3200 34TH ST S,RC-1
3209 30TH AVE S,RC-1
3219-3219 38TH AVE S,RC-1
2923 32ND ST S,RC-1
3100 34TH ST S,RC-1
2551 26TH AVE S,NTM-1
2567 26TH AVE S,NTM-1
2435 26TH AVE S,NTM-1
2311 26TH AVE S,NTM-1
2449 26TH AVE S,NTM-1
2351 26TH AVE S,NTM-1
2443 26TH AVE S,NTM-1
2550 25TH ST S,NTM-1
2401 26TH AVE S,NTM-1
2345 26TH AVE S,NTM-1
2427 26TH AVE S,NTM-1
2595 23RD ST S,NTM-1
2251 26TH AVE S,NTM-1
2243 26TH AVE S,NTM-1
2219 26TH AVE S,NTM-1
2231 26TH AVE S,NTM-1
2511 22ND ST S,NTM-1
2315 22ND ST S,NTM-1
2423 22ND ST S,NTM-1
2239 22ND ST S,NTM-1
2519 22ND ST S,NTM-1
2333 22ND ST S,NTM-1
2501 22ND ST S,NTM-1
2227 22ND ST S,NTM-1
2219 22ND ST S,NTM-1
2301 22ND ST S,NTM-1
2411 22ND ST S,NTM-1
2327 22ND ST S,NTM-1
2201 25TH AVE S,NTM-1
2401 22ND ST S,NTM-1
2550 21ST ST S,NTM-1
2001 26TH AVE S,NTM-1
1921 26TH AVE S,NTM-1
1901 26TH AVE S,NTM-1
1301 26TH AVE S,NTM-1
1211 26TH AVE S,NTM-1
2531 12TH ST S,NTM-1
1217 26TH AVE S,NTM-1
1313 26TH AVE S,NTM-1
1111 26TH AVE S,NTM-1
1121 26TH AVE S,NTM-1
2608 4TH ST S,NTM-1
1015 26TH AVE S,NTM-1
981 26TH AVE S,NTM-1
2425 DR ML KING JR ST S,NTM-1
2401 DR ML KING JR ST S,NTM-1
2435 DR ML KING JR ST S,NTM-1
2417 DR ML KING JR ST S,NTM-1
1528 24TH AVE S,NTM-1
2430 16TH ST S,NTM-1
2201 62ND AVE N,CRS-1
9400 4TH ST N,CCS-1
9100 4TH ST N,CCS-1
275 96TH AVE N,CCS-1
9246 4TH ST N,CCS-1
8000 4TH ST N,CCS-1
8275 4TH ST N,CCS-1
9675 4TH ST N,CCS-1
9595 4TH ST N,CCS-1
9301 4TH ST N,CCS-1
8440 4TH ST N,CCS-1
8210 4TH ST N,CCS-1
9299 4TH ST N,CCS-1
8400 4TH ST N,CCS-1
435 93RD AVE N,CCS-1
9200 4TH ST N,CCS-1
9211 4TH ST N,CCS-1
9700 KOGER BLVD N,CCS-1
8101 4TH ST N,CCS-1
8800 4TH ST N,CCS-1
8435 4TH ST N,CCS-1
270 83RD AVE N,CCS-1
8601 4TH ST N,CCS-1
418 94TH AVE N,CCS-1
7900 4TH ST N,CCS-1
8934 4TH ST N,CCS-1
8487 4TH ST N,CCS-1
9107 4TH ST N,CCS-1
9401 4TH ST N,CCS-1
7901 4TH ST N,CCS-1
8461 4TH ST N,CCS-1
9000 4TH ST N,CCS-1
315 87TH AVE N,CCS-1
9600 4TH ST N,CCS-1
9650 4TH ST N,CCS-1
8123 4TH ST N,CCS-1
9655 4TH ST N,CCS-1
375 83RD AVE N,CCS-1
450 94TH AVE N,CCS-1
327 87TH AVE N,CCS-1
9597 4TH ST N,CCS-1
8230 4TH ST N,CCS-1
442 94TH AVE N,CCS-1
7925 4TH ST N,CCS-1
8100 4TH ST N,CCS-1
MACDONALD FINANCIAL,CCS-1
8001 4TH ST N,CCS-1
8301 4TH ST N,CCS-1
8120 4TH ST N,CCS-1
9210 4TH ST N,CCS-1
8410 4TH ST N,CCS-1
8424 4TH ST N,CCS-1
LA MAISON TITLE LLC,CCS-1
419 93RD AVE N,CCS-1
9346 4TH ST N,CCS-1
8700 4TH ST N,CCS-1
8841 4TH ST N,CCS-1
8801 4TH ST N,CCS-1
8901 4TH ST N,CCS-1
8701 4TH ST N,CCS-1
420 83RD AVE N,CCS-1
9001 4TH ST N,CCS-1
400 83RD AVE N,CCS-1
8624 4TH ST N,CCS-1
8697 4TH ST N,CCS-1
8600 4TH ST N,CCS-1
8501 4TH ST N,CCS-1
8520 4TH ST N,CCS-1
8908 4TH ST N,CCS-1
8840 4TH ST N,CCS-1
8500 4TH ST N,CCS-1
8730 4TH ST N,CCS-1
401 83RD AVE N,CCS-1
6201 12TH ST N,CRS-1
1142 62ND AVE N,CRS-1
1152 62ND AVE N,CRS-1
2200 62ND AVE S,CCS-1
2220 62ND AVE S,CCS-1
2250 62ND AVE S,CCS-1
2240 62ND AVE S,CCS-1
2200 49TH ST N,CRS-1
